,SIC,Horizontal,"CAR(-1, +1)","CAR(-2, +2)",Crossborder,Cash,Leverage,Acquiror size,Date (years)
0,5961,0,-0.001608,0.009858,0,0,0.456346,140.433,2013
1,5961,0,-0.01831,-0.034374,1,1,0.4521884,555.63,2008
2,5961,0,-0.00762,-0.015071,1,1,0.344419,426.282,2006
3,5961,0,0.2118406,0.1465369,1,1,0.3044112,330.046,2014
4,6020,0,0.0019367,0.04845,1,0,0.9189009,57.73,2013
5,6020,0,-0.019512,-0.022057,1,1,0.9031065,652.312,2007
6,6020,0,0.0188492,0.057028,1,0,0.8316243,154.01,2011
7,6020,0,-0.002123,0.0154827,1,0,0.8489321,215.324,2013
8,4888,0,0.0269168,0.0239124,0,0,0.5947922,20209.258,2015
9,4888,0,0.0093659,0.0264527,0,0,0.6059406,12665.924,2013
10,4888,0,0.0092969,-0.001534,1,0,0.5947922,73436.72,2015
11,4888,0,0.0236578,0.0414251,0,1,0.6329806,19902.4,2014
12,4888,0,-0.000514,0.0061797,0,0,0.5947922,20096.016,2015
13,4888,0,-0.058121,-0.078233,1,0,0.6111985,78746.306,2014
14,4888,0,-0.001124,0.0040052,1,0,0.5947707,46511.557,2013
15,4888,0,0.0142853,0.0078513,1,1,0.6059406,81107.2,2014
16,4888,0,-0.007253,0.0088833,1,0,0.6329806,75485.868,2014
17,6331,1,-0.052182,-0.060242,1,0,0.6675916,33.338,2010
18,2836,1,0.0763566,0.0260286,0,0,0.1877947,194.302,2014
19,3576,0,-0.047102,-0.005304,0,0,0.2660971,1911.601,2006
20,3559,0,-0.010882,-0.059937,1,0,0.3624569,819.884,2011
21,3559,0,0.0464205,0.0014103,1,0,0.2819917,182.585,2009
22,3559,0,0.0702226,0.0735706,1,0,0.288259,211.438,2009
23,3559,0,-0.008324,-0.003808,1,0,0.1290537,6175.298,2014
24,3559,0,0.0627085,0.1385532,1,0,0.4792461,1484.92,2012
25,3559,0,0.0393508,0.0437743,0,0,0.2869836,301.537,2010
26,3559,0,-0.012419,-0.016015,0,1,0.2936703,271.55,2010
27,3559,0,0.0551957,0.0470168,0,0,0.1547087,4787.936,2013
28,3559,0,0.0215931,-0.013289,0,1,0.1329215,4183.987,2014
29,3559,0,-0.001003,-0.004903,0,0,0.3694494,2628.403,2013
30,3559,0,-0.029441,0.0137471,1,0,0.3034049,333.004,2010
31,3559,0,-0.022762,-0.04928,1,0,0.2819917,167.879,2009
32,3559,0,0.0194398,0.0281365,0,0,0.1461189,3131.437,2015
33,3559,0,-0.010151,0.0254212,1,0,0.2869836,303.797,2010
34,3559,0,-0.049813,-0.016164,1,0,0.152043,6974.707,2013
35,3559,0,0.0310592,-0.13837,0,0,0.2660584,853.918,2011
36,3559,0,0.0348297,-0.029065,0,0,0.4792461,1210.403,2012
37,3559,0,-0.006947,0.0111847,1,0,0.152043,7747.619,2014
38,3559,0,0.0345602,0.1309377,1,1,0.3694494,2540.563,2013
39,3559,0,0.0485223,0.0818055,1,1,0.2520672,754.541,2011
40,3559,0,-0.009148,-0.018246,0,1,0.3926144,2169.575,2012
41,3559,0,0.1065727,0.1106066,0,0,0.2660584,805.468,2011
42,3559,0,0.0419731,0.0070614,1,0,0.1290537,6321.491,2014
43,3559,0,-0.026684,-0.041586,0,0,0.1290537,5253.07,2014
44,3559,0,-0.059621,-0.067985,1,0,0.1494404,7358.92,2014
45,3559,0,-0.043936,0.0169373,1,0,0.3034049,290.445,2010
46,3559,0,0.0239734,0.0782391,0,0,0.2869836,332.466,2010
47,3559,0,0.1090193,0.1239135,1,0,0.449671,1164.159,2012
48,3559,0,-0.050593,-0.135157,1,0,0.3624569,1040.208,2011
49,3559,0,0.0282896,0.3435213,1,0,0.3624569,683.471,2011
50,3559,0,0.0940311,0.1266587,1,0,0.2365141,2866.2,2013
51,3559,0,0.0124424,-0.008004,0,0,0.1494404,6971.087,2014
52,3559,0,0.0062898,-0.059172,1,1,0.1559921,6442.46,2014
53,3559,0,-0.027896,-0.055828,0,0,0.3624569,1070.617,2011
54,3559,0,0.0126212,0.0941928,0,0,0.3926144,2421.657,2012
55,3559,0,-0.042902,-0.071986,1,0,0.1547087,5000.304,2013
56,3559,0,-0.058203,0.0014607,1,0,0.2952813,1278.178,2011
57,3559,0,0.0213704,0.0214623,1,0,0.152043,8239.939,2013
58,3559,0,-0.006052,-0.00197,1,0,0.1547087,4802.161,2013
59,3559,0,0.0434688,-0.013941,1,0,0.4792461,1622.941,2012
60,3559,0,0.0020378,0.0405176,1,1,0.152043,7150.463,2013
61,3559,0,-0.065637,-0.064552,1,1,0.2520672,953.158,2011
62,3559,0,-0.030591,-0.00246,0,0,0.1329215,3583.415,2015
63,2670,0,-0.012305,-0.006152,0,0,0.5118532,58241.111,2010
64,2670,0,-0.021435,-0.071362,0,0,0.5580789,41189.247,2008
65,2670,0,-0.006872,-0.020435,1,0,0.4770571,55814.696,2006
66,2670,0,0.0077572,-0.003332,0,0,0.5497896,61130.321,2007
67,2670,0,0.0238756,0.0176041,0,0,0.5192543,57910.905,2007
68,2670,0,0.0195442,0.024291,1,0,0.4575155,67874.349,2011
69,2670,0,0.0144716,0.0354329,1,0,0.5495791,67564.181,2007
70,2670,0,0.0034243,0.0049937,0,0,0.4994736,62335.043,2010
71,2670,0,0.0019752,-0.005414,1,0,0.491556,60005.422,2006
72,2670,0,0.0102287,0.0005355,1,1,0.4994736,59910.415,2010
73,2670,0,-0.005536,0.0166296,0,0,0.5699943,52381.033,2009
74,2670,0,-0.009113,-0.016401,0,1,0.4994736,62192.416,2010
75,2670,0,0.0088574,0.0065867,1,1,0.4578234,57560.374,2012
76,2670,0,0.0535994,0.0590289,1,0,0.5833265,40899.212,2009
77,2670,0,-0.004781,0.0081917,1,0,0.5495791,68198.954,2007
78,2670,0,8.8415e-06,-0.012788,1,1,0.4770571,55656.517,2006
79,2670,0,-0.011495,-0.016075,1,0,0.5446921,101234.47,2015
80,2670,0,0.0079763,0.0003338,1,1,0.493896,64016.182,2012
81,2670,0,-0.019249,-0.083128,1,0,0.5192543,57399.738,2007
82,2670,0,-0.004515,-0.002736,1,0,0.498292,61657.926,2012
83,2670,0,-0.020138,-0.02173,1,1,0.4994736,62335.072,2010
84,2670,0,0.0034223,0.0178694,1,0,0.4770571,51619.179,2006
85,2670,0,0.0166783,0.0172993,0,0,0.5578521,55657.419,2007
86,2670,0,0.0176721,-0.00762,0,0,0.5057098,53423.06,2010
87,2670,0,-0.019613,-0.009451,1,0,0.5578521,61476.672,2007
88,2670,0,0.0007537,0.028147,0,0,0.5354701,51011.544,2008
89,2670,0,-0.000289,0.0046666,1,1,0.4808996,58965.247,2012
90,2670,0,0.0192655,0.0281431,0,0,0.5418159,48146.459,2008
91,2670,0,0.0502894,0.0600495,0,0,0.5580789,37599.74,2008
92,2670,0,0.013798,0.0086971,1,0,0.5580789,43081.015,2008
93,2670,0,0.0072231,-0.046857,0,0,0.4575155,64584.376,2011
94,2670,0,0.0307876,0.0396884,0,0,0.5580789,37890.781,2008
95,2670,0,0.0059006,0.0210889,1,0,0.4688619,62682.509,2011
96,2670,0,0.0068748,0.0016229,1,0,0.5354701,56800.787,2008
97,2670,0,-0.00712,0.000118,0,0,0.5324793,55772.931,2009
98,2670,0,-0.012185,0.0218458,1,0,0.5192543,56633.944,2007
99,2670,0,0.0009628,0.0099981,1,0,0.5797115,105298.62,2015
100,2670,0,-0.017349,-0.034966,0,0,0.5057098,63227.746,2010
101,2670,0,0.0101713,0.0115173,0,0,0.5354701,53687.874,2008
102,2670,0,0.0297927,0.0285828,0,0,0.5354701,51110.18,2008
103,2670,0,-0.005314,0.0064788,1,0,0.5497896,65131.709,2007
104,2670,0,-0.00528,-0.018415,0,1,0.5118532,55180.659,2010
105,2670,0,0.0160552,0.0040443,1,0,0.5418159,51990.906,2008
106,2670,0,0.0153625,0.027765,0,0,0.5497896,65482.482,2007
107,2670,0,-0.00439,-0.014034,1,0,0.4733744,62106.957,2011
108,2670,0,0.0135278,0.0053116,1,0,0.4770571,51528.79,2006
109,2670,0,0.0099582,0.0022432,1,0,0.4688619,65585.252,2011
110,2670,0,0.004827,0.0307818,1,0,0.5192543,58438.015,2007
111,2670,0,-0.003606,-0.004699,1,0,0.5418159,49201.934,2008
112,2670,0,0.0075974,0.0002931,1,1,0.5797115,105248.08,2015
113,2670,0,-0.006347,-0.006931,0,0,0.491556,65720.225,2006
114,2670,0,-1.5e-05,-0.001175,1,0,0.5354701,55265.44,2008
115,2670,0,-0.024248,-0.028599,0,0,0.5158048,58099.286,2006
116,2670,0,0.0258395,0.0215727,0,0,0.5578521,62960.321,2007
117,2670,0,-0.000787,0.0090233,1,0,0.4994736,58384.307,2010
118,2670,0,-0.096646,-0.085137,1,0,0.491556,60435.164,2006
119,2670,0,0.0074192,0.0112443,0,0,0.491556,58052.764,2006
120,2670,0,0.0112737,0.000146,1,0,0.5497896,64874.016,2007
121,2670,0,-0.001859,0.0044373,1,0,0.4650373,86295.783,2014
122,2670,0,-0.090048,-0.071729,0,0,0.5497896,65481.554,2007
123,2670,0,-0.012992,-0.020228,1,0,0.5497896,62175.406,2007
124,2670,0,0.0082275,-0.007697,1,0,0.4688619,65902.859,2011
125,2670,0,0.0036287,-0.010263,1,1,0.5578521,60547.608,2007
126,4899,0,0.0249714,0.0328531,1,0,0.6357942,68.393,2008
127,4899,0,0.0517892,0.056136,1,0,0.3776009,232.698,2011
128,4899,0,-0.010821,0.0312288,1,0,0.0791986,765.162,2015
129,4899,0,-0.069883,-0.129319,0,1,0.1023978,783.588,2013
130,4899,0,0.0868125,0.1350869,1,0,0.4033629,183.852,2011
131,2821,0,0.0183435,0.0464075,1,1,0.6559354,1159.245,2015
132,2821,1,-0.007713,-0.032602,0,1,0.6121523,1165.777,2014
133,2821,0,0.0095959,0.0306992,0,0,0.5310305,630.195,2007
134,2821,1,0.0328134,0.0389216,1,0,0.5656122,620.924,2012
135,2821,0,0.039498,0.078929,0,1,0.5505803,622.48,2012
136,2821,0,-0.011521,0.0022629,1,0,0.5815621,945.949,2013
137,2821,0,0.0331446,0.0303797,1,1,0.6167519,1056.929,2014
138,2821,0,0.0163821,-0.000259,1,0,0.5348262,440.997,2009
139,2821,0,0.0249806,0.0345583,1,1,0.5391418,577.637,2010
140,2821,0,0.0149747,-0.004035,1,0,0.5719077,764.114,2013
141,2821,1,-0.006093,0.0186301,1,0,0.6035816,993.824,2014
142,2821,0,-0.009429,-0.009998,0,0,0.567504,764.92,2011
143,3669,0,0.4251396,0.3988312,1,0,0.0535211,16.9,2006
144,8060,0,-0.002857,0.02292,1,1,0.2943639,562.101,2015
145,5080,0,-0.044377,-0.025055,0,0,0.5154402,877.59,2011
146,5080,0,-0.014746,-0.034664,1,0,0.5336924,1114.029,2008
147,5080,0,0.0351087,0.0292517,1,0,0.4499706,885.024,2010
148,5080,0,-0.014805,-0.013867,1,0,0.5353401,1066.769,2007
149,5080,0,-0.011048,0.0086386,1,0,0.545033,1072.9,2014
150,5080,0,-0.026758,0.0070469,1,0,0.5492138,994.665,2007
151,5080,0,0.004514,0.0110178,1,0,0.5270275,1227.189,2007
152,5080,0,0.0514756,0.0634994,0,0,0.5154402,676.502,2011
153,3841,1,0.0240737,0.0298612,0,1,0.1803931,918.319,2014
154,3841,0,0.0669382,0.0910346,1,1,0.1214475,397.44,2007
155,7340,0,-0.010968,-0.020792,1,1,0.562513,1012.991,2012
156,7340,0,0.0386517,0.0360779,1,0,0.562513,1028.718,2012
157,7340,0,-0.027723,-0.016679,1,0,0.5842481,888.984,2009
158,7340,0,0.0027064,0.0024172,0,0,0.5601421,1481.207,2014
159,7340,0,0.126015,0.1364564,1,1,0.4316393,1008.027,2007
160,7340,0,0.0058891,0.0043448,1,1,0.4594694,998.256,2008
161,7340,0,-0.016389,-0.074195,1,1,0.5228002,1220.903,2010
162,4512,1,0.0117288,-0.021438,1,0,0.8076582,427.766,2007
163,2780,0,0.2912385,0.3226274,1,0,1.0310388,301.62,2011
164,7370,0,-0.003393,0.0024309,0,0,0.6067679,698.496,2010
165,7370,0,-0.033282,-0.049355,0,1,0.5880412,1763.923,2012
166,7370,0,0.0073915,0.007148,0,0,0.6112381,579.905,2009
167,7370,0,0.0224875,0.0167671,1,0,0.5750446,994.516,2011
168,7370,0,0.0278078,0.039312,1,1,0.6685068,1944.374,2013
169,7370,0,-0.002971,0.012385,1,0,0.6090824,1759.627,2013
170,7370,0,0.0242037,0.0097326,0,1,0.7081711,2132.544,2014
171,7370,0,0.0765385,0.0566488,1,0,0.5683537,1105.42,2011
172,3559,0,-0.040529,-0.04116,1,1,0.6500506,241.904,2012
173,7372,1,0.0862452,0.1069654,1,0,0.193699,49.948,2006
174,3661,0,-0.276161,-0.261084,1,0,0.483066,2594.973,2006
175,3661,1,0.0053683,-0.049366,0,1,0.4235064,2328.917,2007
176,3661,0,-0.013452,-0.008138,1,0,0.4235064,2277.216,2007
177,5065,0,-0.057733,-0.064156,1,0,0.3238756,31.133,2011
178,5065,0,-0.015328,-0.019015,1,0,0.3495587,53.855,2006
179,5065,0,0.0969889,0.0875172,1,0,0.1165484,229.708,2014
180,3661,0,0.020253,0.0023239,1,0,0.1666248,2741.723,2011
181,3661,0,-0.07652,-0.08723,0,0,0.1704528,2135.021,2011
182,3661,0,-0.029853,0.005378,0,0,0.2084497,1439.078,2009
183,2834,0,-0.051517,-0.064767,1,0,0.0557578,38.811,2011
184,8711,0,0.0058115,0.0876456,0,0,0.6119878,3226.627,2014
185,8711,0,0.0268047,0.0369614,0,0,0.4784641,3344.386,2007
186,8711,0,0.0149418,0.0442609,0,0,0.4960801,2696.695,2010
187,8711,1,0.0724527,0.102799,1,1,0.4672657,2478.472,2008
188,8711,0,0.0103444,0.0671455,1,0,0.4784641,3259.817,2007
189,8711,0,0.0776806,0.0479704,1,0,0.5465364,2935.606,2009
190,8711,0,-0.009406,0.0036888,1,0,0.6119878,3245.484,2014
191,8711,1,-0.042027,-0.046478,0,0,0.5041267,3316.469,2010
192,8711,0,0.0297309,0.0336937,0,0,0.5716296,1952.479,2012
193,8711,0,0.0041826,0.0337405,1,1,0.4960801,2594.365,2010
194,8711,1,-0.005005,-0.00481,0,0,0.4960801,2667.661,2010
195,8711,0,-0.03775,0.0177442,0,0,0.5498035,2998.185,2009
196,8711,0,-0.015884,-0.015892,1,0,0.4784641,2701.794,2008
197,8711,0,0.0207308,0.0087808,0,0,0.5700003,3324.42,2011
198,8711,1,0.0578747,0.0969531,0,0,0.4672657,2513.366,2008
199,8711,1,-0.023239,0.0252051,0,0,0.4672657,2310.654,2008
200,8711,1,-0.013235,-0.003145,0,0,0.4960801,2774.506,2010
201,3081,1,-0.026037,0.0794219,1,1,0.8688782,113.219,2008
202,3081,0,0.0039128,-0.018423,1,0,0.8873778,142.694,2011
203,4991,0,-0.015699,-0.004654,0,0,0.826068,15367.76,2007
204,4991,0,0.0340818,0.033637,0,0,0.7835375,4715.042,2009
205,4991,0,0.043897,0.0620427,1,0,0.8070165,14368.955,2008
206,4991,0,0.0122973,-0.006423,1,0,0.7414776,9821.633,2011
207,4991,0,0.0128374,-0.018686,1,0,0.826068,14824.685,2007
208,4991,0,0.0175461,0.0443768,0,0,0.8480289,13559.274,2006
209,4991,0,-0.014614,0.0110633,1,0,0.8100139,8898.819,2015
210,4991,0,-0.024005,-0.015861,0,0,0.7875377,11833.637,2008
211,4991,0,-0.007147,0.0007391,0,0,0.8242422,13585.734,2006
212,4991,0,-0.04416,-0.088032,0,0,0.8140946,12977.309,2008
213,4991,0,0.0318106,0.0459487,0,0,0.8690164,12271.103,2006
214,3613,0,0.0104412,0.0134523,1,0,0.5164086,37.185,2012
215,6794,0,-0.011184,0.0208073,1,0,1.2492886,421.69,2006
216,6794,0,-0.008589,0.0015173,1,0,0.8398601,628.946,2012
217,3523,1,-0.015694,-0.05364,0,0,0.5795132,4275.463,2016
218,3523,1,0.0248929,0.0081329,0,0,0.5155792,4270.801,2010
219,3523,1,0.0079126,0.0327356,0,0,0.6038257,3637.353,2007
220,3523,0,-0.01735,-0.011443,1,0,0.5336851,5348.114,2014
221,3523,1,-0.002031,-0.016222,0,0,0.6209906,3786.424,2007
222,3523,1,0.0312736,-0.001975,0,0,0.4957925,3768.923,2011
223,3523,1,0.0188423,0.0392739,0,0,0.5108978,5132.124,2011
224,3523,1,0.0064709,0.0386446,0,0,0.5155792,3780.459,2010
225,3523,1,-0.050555,-0.070384,1,1,0.5023997,3990.114,2011
226,4924,0,-0.007076,-0.003029,1,0,0.7046748,3085.269,2007
227,4924,0,0.0121355,0.0142116,1,0,0.7500552,4773.713,2013
228,4924,1,-0.053995,-0.063594,1,0,0.7362605,3035.04,2010
229,4924,0,-0.01931,-0.028827,1,0,0.7136592,2439.696,2009
230,2711,0,0.0180193,-0.013669,1,0,0.3494304,260.721,2015
231,6331,1,-0.025444,-0.035093,1,1,0.890995,187933.84,2007
232,6331,0,0.0154368,0.0602791,1,0,0.8769627,1012.096,2010
233,6331,0,-0.208117,0.0275696,0,0,0.9188104,4169.404,2008
234,6331,1,0.0147884,0.0039913,1,0,0.8956999,166658.69,2006
235,6331,1,-0.101944,-0.104289,0,0,0.9137682,84754.961,2008
236,6331,0,-0.012206,0.0054934,0,0,0.890995,186062.04,2006
237,6331,0,0.0115504,-0.033126,0,0,0.8901018,173960.49,2007
238,6331,0,0.0305649,0.0214881,1,0,0.833676,8767.373,2011
239,6331,0,-0.127789,-0.127159,0,0,0.8831563,1279.098,2010
240,6331,0,0.0001435,-0.013073,0,0,0.8880494,180237.71,2007
241,6331,0,-0.016908,-0.001589,0,0,0.8901018,180940.14,2007
242,6331,0,0.0117773,0.0373994,0,0,0.8115721,22335.48,2012
243,3312,0,0.0478613,0.0258686,1,1,0.8593218,890.937,2011
244,4931,0,0.0048502,0.0227226,1,0,0.6237125,2507.977,2015
245,5051,0,0.0260301,-0.106151,0,0,0.4857417,615.426,2008
246,5051,0,0.074149,0.0988535,1,0,0.4700256,296.354,2011
247,2834,1,-0.148654,-0.1502,1,0,0.27477,581.565,2011
248,2834,0,-0.026992,-0.004153,1,1,0.5858068,2100.95,2015
249,2834,1,0.3814016,0.3702992,1,0,0.5700396,496.915,2014
250,6798,0,-0.02141,-0.007923,0,0,0.5602822,5534.154,2008
251,6798,1,0.0023946,-0.006807,1,0,0.4807466,13297.175,2011
252,6798,0,0.0073587,0.0167141,1,0,0.5648129,4950.326,2006
253,6798,0,0.0046055,-0.002267,0,0,0.5559039,4424.71,2006
254,6351,0,0.0064489,0.0482315,1,0,1.1578339,350.566,2009
255,7830,0,0.0506898,0.1490072,1,0,0.698622,2104.867,2016
256,7830,0,0.0882215,0.0740475,0,0,0.6862073,2589.967,2016
257,4833,1,-0.007784,-0.006472,1,1,1.1372587,4534.353,2014
258,4833,0,-0.004583,-0.05183,0,1,1.276418,4950.835,2013
259,4833,1,0.0026028,-0.003083,0,0,1.0370413,4521.281,2015
260,4833,0,0.0084659,-0.047787,0,0,1.2166547,5130.973,2014
261,5190,0,0.0067611,0.0386542,1,0,0.6792701,33.687,2009
262,5190,0,-0.00761,0.0399682,1,0,0.5332447,41.316,2011
263,3823,0,0.0542282,0.0551234,0,1,0.5339152,4442.193,2007
264,3823,0,0.0013718,0.0183126,1,0,0.533971,3901.05,2007
265,3823,0,-0.010391,-0.002868,1,0,0.5245322,4739.066,2010
266,3823,0,0.0009955,0.0030955,1,0,0.5316725,3740.923,2009
267,3823,0,0.0442357,0.0463024,1,0,0.4723336,12907.812,2014
268,3823,0,-0.003412,-0.016898,1,1,0.5339587,5203.752,2010
269,3823,0,-0.028956,-0.03224,1,0,0.5351549,7053.421,2011
270,3823,0,-0.018558,-0.014045,1,0,0.5046771,8822.759,2012
271,3823,0,-0.003068,-0.003801,1,1,0.516549,6889.457,2011
272,3823,0,-0.032616,-0.040039,1,0,0.4690178,10877.755,2013
273,3823,0,0.019664,0.0251723,0,0,0.4690178,11158.614,2013
274,3823,0,0.0278237,0.0093281,1,0,0.5481273,4654.977,2008
275,3823,0,0.009003,0.0168737,0,1,0.5247576,7769.565,2012
276,3823,0,-0.010753,0.0015879,1,0,0.5529161,3026.061,2006
277,3823,0,-0.001195,0.0028313,1,1,0.533971,3887.175,2007
278,3823,0,0.0182989,0.0219548,1,1,0.5268614,4458.296,2010
279,3823,0,0.0374207,0.0887347,1,1,0.5693807,3076.86,2009
280,3823,0,0.0018033,0.0020174,1,0,0.5172494,4320.716,2010
281,3823,0,0.0468877,0.0344927,1,1,0.5311242,8571.221,2012
282,3823,0,0.0027633,0.0137004,1,0,0.5481273,4733.293,2008
283,3823,0,-0.037464,0.0289714,0,0,0.5693807,3715.99,2008
284,3823,0,0.020365,-0.003916,1,0,0.5481273,4494.053,2008
285,3823,0,-0.018769,0.0212606,1,0,0.5024999,6689.071,2012
286,3823,0,0.0034302,-0.028186,1,1,0.535881,3199.003,2006
287,3823,0,0.0097105,0.007149,1,0,0.4627159,11841.187,2013
288,3823,0,0.015996,0.0060784,1,1,0.5387573,3214.681,2006
289,3823,0,0.0103627,0.024541,1,0,0.5481273,4429.29,2008
290,3823,0,0.0071463,-0.001004,1,0,0.5220816,6165.242,2011
291,3823,0,0.0185979,0.0393292,1,1,0.54635,3744.464,2007
292,3823,0,0.0069379,-0.018371,1,0,0.5387573,2255.099,2006
293,3823,0,-0.02288,0.0054166,1,0,0.5046771,9162.937,2013
294,3823,0,0.0020722,0.001592,1,0,0.4848085,12926.211,2015
295,3823,0,-0.003307,0.0277395,1,0,0.5024999,6861.982,2012
296,3823,0,0.0139593,0.0109564,1,0,0.5268614,4573.156,2010
297,3823,0,-0.014695,-0.007238,0,0,0.4627159,12110.416,2014
298,3823,0,0.0009362,-0.013957,0,0,0.542542,3384.667,2009
299,3823,1,-0.000449,0.0178585,1,1,0.4664557,12643.979,2014
300,3823,0,0.0047341,0.017276,1,0,0.5506465,5620.535,2008
301,3823,0,-0.011939,-0.027275,0,1,0.5506465,5037.986,2008
302,3823,0,0.0330719,0.0110897,1,1,0.4664557,12895.431,2014
303,7372,0,0.1337817,0.1618377,1,1,0.2827959,55.219,2009
304,7361,0,0.0231435,0.0629691,1,0,0.6097154,796.936,2014
305,7361,1,-0.023516,0.0005244,1,0,0.6513499,1730.213,2015
306,7361,1,-0.066,-0.155286,1,0,0.5640868,245.174,2010
307,7361,1,0.0331899,0.0785012,1,0,0.6097154,760.097,2014
308,7361,0,0.0355065,-0.000803,1,0,0.6323379,66.108,2014
309,7361,0,0.0156859,0.0271749,1,1,0.5642098,529.745,2008
310,7361,1,0.0023256,0.0265193,1,0,0.5826958,851.3,2007
311,7361,0,0.022801,0.0290383,1,0,0.6172716,593.053,2013
312,7389,0,-0.031598,-0.090883,1,0,0.6313602,46.77,2013
313,7389,0,-0.009489,-0.010524,1,0,0.482698,207.092,2008
314,3674,1,-0.029894,-0.021732,1,0,0.2356463,987.494,2007
315,7372,1,-0.044955,-0.077081,1,0,0.3384759,2912.555,2008
316,7372,0,-0.016301,-0.048132,0,0,0.255857,7341.815,2013
317,7372,1,0.0007607,0.0020744,0,1,0.2765788,6329.311,2012
318,7372,1,0.0074074,0.0083923,0,0,0.2006422,7175.777,2015
319,7372,1,-0.000632,0.0066782,1,0,0.2024158,8249.52,2013
320,7372,1,-0.057651,-0.043436,1,1,0.2153026,7186.625,2014
321,3630,0,-0.035637,-0.017152,0,0,0.6073222,991.673,2009
322,3630,0,0.0519987,0.0424421,1,0,0.5819616,1896.198,2011
323,3630,0,-0.190077,-0.15048,1,0,0.5606004,873.451,2008
324,7370,0,0.044604,0.0579637,1,0,0.2041923,2890.488,2013
325,7370,0,-0.024117,-0.031434,1,0,0.3368344,3657.547,2012
326,7370,0,-0.182728,-0.15365,1,0,0.2082572,3388.578,2014
327,7370,0,0.0176243,0.0116104,1,0,0.2309381,1781.855,2012
328,7370,0,-0.072603,-0.107631,1,1,0.2279985,2569.329,2011
329,7370,0,-0.049638,-0.065031,1,0,0.2802794,2710.231,2010
330,7370,0,-0.006659,-0.005229,1,0,0.2082572,3366.994,2014
331,7370,0,-0.033306,-0.061089,1,1,0.2146782,3589.311,2014
332,7370,0,-0.000118,0.0053518,1,0,0.2975138,2254.405,2010
333,7370,0,0.0496283,0.0293235,1,0,0.2975138,2371.822,2010
334,7370,0,0.0234599,-0.027277,1,0,0.2992014,3384.933,2014
335,7370,0,-0.046438,-0.047841,1,0,0.2802794,422.452,2010
336,7370,0,0.0673127,0.1622746,1,0,0.2309727,2296.138,2013
337,7389,1,-0.008618,-0.031313,1,0,0.2442994,309.653,2011
338,3674,0,0.0037671,0.0105873,0,1,0.444238,207.36,2012
339,3674,0,0.0471182,0.0522003,1,1,0.6116885,106.917,2015
340,3674,0,0.015444,0.0227233,1,1,0.444238,209.543,2012
341,2834,1,0.0006722,0.0170328,1,0,1.0377236,3711.091,2008
342,5812,1,0.0130616,0.0250505,0,0,0.7267115,1625.52,2006
343,5812,0,0.0024072,0.0153438,1,0,0.7267115,6108.702,2006
344,3490,0,0.0378529,0.0334263,1,1,0.5692957,160.877,2014
345,3490,0,-0.030456,-0.001666,1,1,0.5720569,192.309,2014
346,3663,0,0.0760572,0.0449311,1,1,0.0570502,9.676,2012
347,7370,0,0.0141714,0.0101487,1,0,0.5225643,53.264,2015
348,7370,0,-0.020442,-0.001044,1,0,0.5210411,48.069,2015
349,7370,0,0.0416906,-0.044442,1,0,0.4680969,43.057,2014
350,2836,0,-0.013122,-0.0156,1,0,1.4775748,237.61,2008
351,6798,1,0.0209419,0.018734,1,1,0.9061555,701.001,2016
352,3663,1,-0.080846,-0.053517,1,0,0.3244526,1679.898,2009
353,3663,1,-0.007679,-0.002171,1,0,0.3244526,1571.073,2009
354,3663,1,0.0393252,0.066312,1,0,0.3282937,1557.73,2012
355,3663,0,0.2273079,0.1863312,0,0,0.6127122,4182.723,2015
356,3663,0,0.0381307,0.0391113,1,0,0.2859559,1448.095,2011
357,3950,0,-0.014201,-0.080308,1,0,0.3551074,124.047,2008
358,4812,1,0.0289433,0.0233314,0,0,0.5814638,227908.93,2008
359,4812,1,0.0110457,-0.001021,1,1,0.620482,191643.2,2013
360,4812,1,0.0584445,0.0439505,1,1,0.6045451,132121.06,2008
361,4812,1,0.0083388,0.0103182,1,0,0.5851221,228216.87,2007
362,4812,1,0.0342341,0.0325466,1,0,0.5750421,249889.99,2007
363,4812,1,0.015077,0.0223885,1,0,0.5851221,235433.93,2008
364,4812,0,-4.9e-05,0.0140779,1,0,0.5851221,242832.94,2007
365,4812,1,0.0021503,-0.005972,0,0,0.6766016,177620.5,2014
366,4812,0,-0.025349,-0.032683,1,1,0.5823353,243165.97,2007
367,4812,0,-0.030581,-0.056884,0,0,0.5851221,263909.7,2008
368,4812,1,-0.007614,-0.006986,1,1,0.6740223,193195.8,2013
369,4812,0,-0.012158,-0.001786,1,0,0.6110352,209719.51,2012
370,4812,0,-0.031364,-0.028713,0,0,0.6766016,176928.57,2015
371,4812,1,-0.021181,-0.014345,1,1,0.620482,192268.0,2012
372,4812,1,-0.00632,-0.007466,1,0,0.5792306,169085.1,2010
373,4812,0,0.0177698,0.0124414,0,0,0.6192586,147669.89,2010
374,4812,1,0.0069864,-0.005024,1,0,0.5851221,242832.94,2007
375,4812,0,-0.009689,-0.015704,0,0,0.5814638,246800.81,2008
376,4812,0,0.0081464,0.0014805,0,0,0.5750421,240210.02,2007
377,4812,0,-0.014355,0.0437057,1,1,0.6045451,135539.0,2008
378,4812,1,0.0150914,0.0113617,1,1,0.6065594,191993.94,2008
379,4812,0,-0.02516,0.009725,1,0,0.6065594,190049.25,2008
380,7363,0,-0.053842,0.0072905,1,0,0.8286578,12.692,2007
