,SIC,Horizontal,"CAR(-1, +1)","CAR(-2, +2)",Crossborder,Cash,Leverage,Acquiror size,Date (years)
2490,2085,1,-0.010657,-0.016134,0,1,0.4541347,7729.41,2011
2491,6035,0,0.0591169,0.0828563,1,0,0.8828314,328.751,2015
2492,6211,1,-0.014745,-0.037453,1,0,0.9663535,18310.943,2007
2493,6211,0,-0.005626,0.0067115,1,1,0.9653874,17556.27,2007
2494,6211,0,0.0480372,0.085677,0,0,0.9701716,10861.416,2008
2495,6211,0,0.011605,0.0005005,0,0,0.964107,19760.967,2006
2496,6211,0,-0.007627,-0.017099,0,0,0.9663535,17677.739,2007
2497,4832,1,0.0326412,0.1149595,1,0,0.5690853,805.759,2016
2498,4832,1,-0.030693,-0.039811,1,0,0.7060355,210.352,2007
2499,4832,1,-0.000291,-0.002582,1,0,0.6627658,171.184,2013
2500,4832,1,-0.021933,-0.035861,1,0,0.6852749,58.082,2006
2501,3826,0,0.0126975,0.0212256,0,0,0.5492012,5906.881,2011
2502,3826,0,-0.012347,-0.023829,1,0,0.5980743,273.426,2009
2503,3826,0,0.0019195,-0.008393,1,1,0.6072924,3395.063,2006
2504,3826,0,-0.003309,-0.029898,1,1,0.5914044,4442.566,2007
2505,3826,0,-0.128465,-0.09641,0,0,0.5980743,3141.352,2009
2506,3826,0,0.0243512,0.0186245,0,0,0.5980743,3162.841,2009
2507,3841,0,-0.043058,-0.040974,1,0,0.5156586,18365.798,2011
2508,3841,1,-0.017945,0.0085816,1,0,0.7260985,26918.822,2015
2509,3841,1,-0.025464,0.0006286,0,0,0.507062,18777.648,2011
2510,3841,0,0.0244395,0.0336009,0,0,0.6156762,17670.588,2013
2511,3841,0,-0.020191,-0.047453,1,0,0.377129,20462.482,2008
2512,3841,0,-0.008378,0.0111532,0,0,0.565379,21880.808,2014
2513,3841,0,0.0115455,0.026781,1,0,0.4110178,16398.196,2009
2514,3841,0,0.0013919,0.0103026,0,0,0.5857878,15738.848,2012
2515,3841,0,-0.006263,-0.021537,0,0,0.4059848,19060.977,2007
2516,3841,1,0.0015886,-0.009281,1,0,0.6001669,14795.073,2012
2517,3841,1,-0.000929,0.0048842,1,0,0.6359544,15285.895,2012
2518,3841,1,0.0025316,-0.005416,0,0,0.6159133,15208.08,2012
2519,3841,0,-0.010402,-0.017362,1,1,0.427409,14620.336,2006
2520,3841,0,0.0196157,0.0263835,1,0,0.3758169,21438.897,2008
2521,5700,0,0.0100435,0.060925,1,1,0.3147879,16380.509,2012
2522,5700,0,-0.013747,-0.004666,1,1,0.3147879,15908.287,2012
2523,5700,0,0.0213404,-0.004778,1,0,0.3132741,12190.935,2007
2524,2834,0,0.0080352,0.0185365,0,0,0.3255079,202.472,2007
2525,2834,0,0.1431551,0.2272454,0,0,0.3322401,252.197,2007
2526,3677,0,-0.002823,0.0966727,1,0,0.1481474,38.626,2009
2527,3677,0,0.1150999,0.0943147,1,1,0.2052498,243.625,2014
2528,3677,0,0.0704529,0.055489,0,0,0.2055678,41.454,2012
2529,3677,0,-0.017003,0.0243059,0,0,0.2016207,44.107,2012
2530,3677,0,-0.029768,-0.025351,1,1,0.1678793,374.226,2008
2531,3677,0,0.0445318,-0.033888,1,1,0.2575816,222.5,2014
2532,3677,0,-0.107169,-0.056123,0,0,0.2055678,228.261,2012
2533,3677,1,0.0335729,0.0314127,1,1,0.2050676,286.702,2011
2534,3677,0,-0.024442,-0.004818,0,1,0.2169266,180.894,2012
2535,3677,0,0.0071035,0.05661,1,0,0.2673729,164.986,2013
2536,3670,0,0.0254971,0.0238489,1,0,0.6412021,1382.324,2010
2537,3670,0,0.0418526,0.0350465,1,0,0.6959971,2990.488,2014
2538,3670,0,-0.030856,0.0162168,0,0,0.3788169,1722.39,2007
2539,3670,0,0.041221,0.0608718,1,0,0.701746,1607.014,2012
2540,3670,0,0.0100147,0.0507867,0,1,0.6236245,1695.356,2011
2541,3670,0,-0.020671,-0.009221,0,1,0.608034,1461.933,2011
2542,3670,0,0.0635412,0.0308728,1,1,0.6412021,1319.885,2010
2543,3670,0,-0.048075,-0.052867,1,1,0.4767776,1522.49,2008
2544,3670,0,0.0990232,0.1014085,1,1,0.7217806,3081.503,2014
2545,7373,0,-0.010984,-0.044809,1,0,0.5467666,25.527,2006
2546,5065,0,0.0411056,0.0444024,1,0,0.7562674,152.341,2006
2547,2670,0,0.0217305,0.0343338,0,0,0.4912145,2250.108,2008
2548,2670,0,0.0072521,-0.000234,0,0,0.621127,4029.231,2013
2549,2670,0,-0.03556,-0.005327,0,0,0.499433,2531.068,2009
2550,2670,0,0.0154126,0.0412412,0,0,0.5693235,3576.098,2011
2551,2670,0,-0.009342,-0.006876,0,1,0.6332736,3154.202,2012
2552,2670,0,-0.007321,-0.010297,1,0,0.6127121,2910.197,2011
2553,2670,0,0.0256921,0.0271825,0,1,0.6332736,3258.501,2012
2554,3672,0,-0.008455,-0.007467,1,1,0.2550925,1226.872,2013
2555,3672,1,-0.055677,-0.066758,1,0,0.3749457,1654.748,2006
2556,3672,1,0.0286633,0.0357762,1,0,0.2290951,988.934,2013
2557,6035,0,0.0004352,-0.006152,1,1,0.8643328,679.376,2011
2558,5812,1,0.0468865,0.0789863,1,0,0.2104733,254.621,2006
2559,5812,1,0.0493173,0.1175517,1,0,0.3271317,49.99,2010
2560,9997,0,-0.017742,-0.018783,1,0,0.5381348,266746.36,2015
2561,9997,0,0.0040537,-0.008794,1,1,0.5641867,119962.94,2011
2562,9997,0,-0.004646,-0.01554,1,0,0.5710224,119054.53,2007
2563,9997,0,0.0028027,0.0031358,1,0,0.5617753,131296.82,2012
2564,9997,0,0.0032731,-0.000533,1,0,0.5544907,1524674.0,2007
2565,9997,0,0.0240148,0.014407,1,0,0.5524742,1594279.0,2009
2566,9997,0,0.0094628,0.0287775,1,0,0.5571142,1942298.0,2007
2567,9997,0,-0.007289,0.0120031,1,0,0.5355253,265282.7,2014
2568,9997,0,-0.01041,-0.008081,0,0,0.5381348,186208.71,2015
2569,9997,0,0.0062328,-0.012203,1,0,0.5305911,253248.9,2014
2570,9997,0,-0.077758,0.0541979,1,1,0.5600161,1772418.0,2008
2571,9997,0,0.005474,-0.006126,0,0,0.5430588,139611.55,2013
2572,9997,0,-0.013584,-0.026818,0,0,0.5896285,1392034.0,2009
2573,9997,0,-0.004828,0.0037203,0,1,0.5389756,270712.2,2015
2574,9997,0,0.0032547,-0.00436,0,0,0.578256,867314.61,2006
2575,9997,0,-0.005782,-0.001611,1,0,0.5517906,154983.65,2013
2576,9997,0,-0.020951,-0.012628,1,1,0.5622748,135374.21,2011
2577,9997,0,0.0139362,0.0183421,1,0,0.5541917,145172.89,2012
2578,9997,0,-0.062994,-0.06568,1,0,0.5752452,1388662.0,2009
2579,9997,0,-0.001578,-0.028534,1,0,0.5748805,124418.02,2011
2580,9997,0,0.0013805,-0.006284,1,0,0.5541917,149207.0,2012
2581,9997,0,4.03e-05,0.0023243,1,0,0.5384419,202466.68,2013
2582,9997,0,-0.005933,-0.001946,1,1,0.5391753,264264.22,2015
2583,9997,0,-0.028766,-0.039286,1,0,0.5482464,151337.17,2008
2584,9997,0,-0.008539,-0.015424,1,0,0.5524742,107720.44,2009
2585,9997,0,0.0040808,0.0036915,1,0,0.5617753,131567.15,2012
2586,9997,0,0.0068575,0.0004489,1,0,0.5617753,131702.31,2012
2587,9997,0,0.0128774,-0.007995,0,0,0.5718781,1221466.0,2006
2588,9997,0,-0.037203,-0.045133,0,1,0.5752452,1551340.0,2009
2589,9997,0,-0.014707,-0.030552,1,0,0.565087,1468936.0,2006
2590,9997,0,0.0227595,0.0319053,1,0,0.5430588,143354.63,2013
2591,9997,0,0.0038575,0.0101491,0,0,0.5736304,141293.39,2010
2592,9997,0,0.0126923,0.0144258,1,0,0.5305911,250452.87,2014
2593,9997,0,-0.010157,-0.016159,0,0,0.5541917,143697.94,2012
2594,9997,0,0.0124849,0.0202023,1,0,0.5370785,200765.07,2014
2595,9997,0,-0.003951,0.0087311,1,0,0.5617753,197327.96,2012
2596,9997,0,0.013374,0.0239741,1,1,0.5775501,117755.52,2010
2597,6020,0,-0.032806,-0.048376,1,0,0.8618047,504.266,2012
2598,6020,0,-0.046673,-0.056215,1,0,0.8468442,285.28,2009
2599,6020,0,-0.019526,-0.007488,1,1,0.8790167,293.809,2007
2600,6020,0,-0.02289,-0.025771,1,0,0.8613539,494.859,2012
2601,6020,0,-0.010164,-0.017032,1,0,0.8902834,585.008,2014
2602,6020,0,-0.007439,0.015815,1,0,0.8631684,384.387,2010
2603,6020,0,-0.039535,0.0037214,1,0,0.8600098,263.72,2010
2604,6020,0,-0.037733,-0.033598,1,0,0.8620485,394.476,2011
2605,1311,1,0.0384379,0.0381092,1,1,0.6974797,2352.536,2008
2606,1311,1,-0.070816,-0.063794,1,1,0.671883,1249.986,2010
2607,3080,0,0.0295946,0.0256904,1,0,0.9786035,5023.395,2016
2608,3080,0,-0.090799,-0.045752,1,1,1.0140008,3958.11,2015
2609,3080,0,-0.010854,-0.012124,0,0,1.0381694,2706.416,2014
2610,3080,0,0.0116832,-0.015532,0,1,1.0347644,2772.592,2014
2611,5731,0,0.0156755,-0.008107,1,0,0.7272102,8035.313,2012
2612,5731,0,0.0038445,0.0019994,0,0,0.5200106,24968.346,2006
2613,5731,1,-0.007395,0.0307975,1,1,0.6383239,9089.992,2011
2614,5731,0,-0.047335,-0.00323,0,1,0.645399,17332.452,2008
2615,5731,0,0.0073412,0.0340479,0,1,0.5280018,21012.637,2007
2616,5731,0,0.0255788,0.0144224,0,0,0.5404569,22944.544,2007
2617,5731,0,0.016933,0.0391234,0,1,0.7465007,11174.986,2009
2618,5731,1,-0.004773,-0.006524,0,0,0.709763,16683.657,2010
2619,5731,0,-0.041147,-0.065864,1,1,0.6467387,18981.734,2008
2620,5731,1,-0.037829,0.0154186,0,0,0.6383239,9785.599,2011
2621,5731,0,-0.010993,-0.006212,1,1,0.633693,22602.376,2007
2622,5731,0,-0.027732,-0.014576,0,0,0.6383239,9303.746,2011
2623,5731,0,-0.046913,-0.049163,1,0,0.6185923,17847.147,2010
2624,5331,0,-0.03675,-0.03049,0,1,0.4154152,3065.436,2011
2625,5812,1,0.012542,0.0013189,1,0,0.4956189,550.555,2012
2626,5812,0,-0.01396,-0.017591,1,0,0.4158049,727.953,2014
2627,5812,0,0.0077208,0.0195272,1,1,0.4527114,465.393,2010
2628,5812,0,0.0112978,0.0132162,1,0,0.4158049,765.348,2014
2629,1311,1,-0.015918,-0.044756,1,0,0.4438727,2027.856,2011
2630,1311,1,0.114367,0.0806595,1,0,0.6170183,1085.07,2014
2631,1311,1,-0.01228,-0.007981,1,0,0.4438727,1901.852,2011
2632,8071,0,0.0561967,-0.044897,1,0,0.4535616,90.314,2008
2633,8071,1,0.0420477,0.0989365,0,0,0.4475783,102.4,2007
2634,8071,0,-0.058414,-0.155477,1,0,0.334036,52.346,2009
2635,3826,0,0.0282146,0.0338701,0,0,0.5190183,2498.128,2009
2636,3826,0,-0.010681,0.0236616,1,0,0.4939118,1898.676,2006
2637,3826,1,-0.00752,0.0006822,1,1,0.4939118,1414.092,2006
2638,3826,0,0.032596,0.0118816,0,1,0.4644425,350.608,2007
2639,3826,0,-0.03291,-0.024457,1,0,0.3547189,3700.08,2014
2640,3826,0,-0.009729,0.0023732,1,1,0.4330565,2665.957,2011
2641,8071,1,-0.051916,-0.067818,1,0,0.4158866,295.292,2006
2642,8071,1,-0.014245,0.064361,1,0,0.4341539,273.633,2006
2643,8071,1,0.0183212,0.0621385,1,0,0.3010703,746.907,2013
2644,2836,1,0.029278,0.0049221,1,0,0.2397328,4249.046,2016
2645,2836,0,0.0017774,-0.021479,1,0,0.2208149,3387.639,2014
2646,8071,0,0.0158967,-0.011382,1,0,0.3154966,54.564,2009
2647,8071,0,0.0375788,-0.011335,1,0,0.3154966,50.256,2009
2648,8071,0,-0.057191,-0.02265,1,0,0.3557614,62.893,2010
2649,2836,1,0.1221029,0.128253,1,0,0.7945984,212.579,2012
2650,2860,0,1.346666,1.0685976,1,0,0.2939185,15.839,2014
2651,2836,0,0.0307465,-0.031864,1,0,0.6643515,1824.168,2009
2652,2836,0,0.016774,0.0483971,1,1,0.7230611,1664.104,2009
2653,2836,0,-0.022056,-0.022867,1,0,0.6487157,2040.79,2010
2654,2836,0,-0.006385,0.0001301,0,0,0.4297811,3071.896,2011
2655,2836,0,0.0432143,0.0358136,0,0,0.3818958,12145.262,2014
2656,2836,1,-0.014279,-0.001424,1,0,0.3522971,5980.799,2013
2657,2836,1,-0.009212,-0.002092,1,0,0.6317036,1991.164,2010
2658,6798,0,-0.021819,-0.005835,1,1,0.4462331,1316.903,2006
2659,6798,0,-0.015203,-0.01743,1,0,0.4101458,2369.279,2012
2660,6798,0,-0.053672,-0.023374,1,0,0.4033311,1922.899,2010
2661,6798,0,-0.003863,-0.016912,0,0,0.432876,2951.828,2012
2662,6798,0,0.0075021,0.0170606,1,0,0.4462331,1320.592,2006
2663,6798,0,-0.007198,-0.004299,1,0,0.4214667,1873.192,2007
2664,6798,0,-0.001765,0.0068661,1,1,0.4470372,2365.343,2011
2665,6798,0,0.0017947,0.0001142,1,0,0.4033311,1979.689,2010
2666,6798,0,0.0073032,0.0206675,1,0,0.4462331,1351.054,2006
2667,6798,0,-0.025428,-0.012536,1,1,0.4444777,1447.515,2010
2668,6798,0,0.0007769,0.0193092,1,0,0.4322378,1682.525,2006
2669,6798,1,-0.00883,-0.024936,1,0,0.4860789,3267.332,2013
2670,2834,1,-0.18681,-0.219695,1,0,0.34621,29.813,2012
2671,2834,0,-0.108985,-0.007464,1,0,0.2349425,67.607,2009
2672,2834,1,0.0012068,-0.021774,1,0,0.6245615,118.949,2010
2673,8082,0,0.0475218,0.0793849,1,1,0.5681839,892.065,2013
2674,8082,1,-0.014422,-0.052006,1,0,0.5307644,334.189,2010
2675,8082,0,-0.008593,-0.037611,1,1,0.5683429,560.968,2012
2676,8082,1,-0.029773,0.0073879,1,1,0.6815081,435.183,2012
2677,8090,0,-0.017158,-0.005707,1,0,0.2366413,247.606,2014
2678,8090,0,-0.054474,-0.061134,0,0,0.3883989,347.635,2016
2679,2836,1,-0.028515,0.0215253,1,0,0.057758,396.476,2011
2680,2836,1,-0.003932,0.0178443,0,0,0.1776223,238.855,2010
2681,2836,0,0.0083831,0.1011758,1,0,0.1113173,202.052,2012
2682,2836,0,0.1699965,-0.028314,0,0,0.0929974,26.301,2016
2683,2836,1,0.0025813,-0.027509,1,0,0.3152389,14645.647,2009
2684,2836,1,-0.010459,-7.7e-05,0,0,0.2975866,21544.75,2011
2685,2836,1,0.0194726,0.0320805,1,0,0.1620539,15608.321,2006
2686,2836,1,0.0162467,-0.001141,1,0,0.2884168,13657.108,2009
2687,2836,0,0.0156063,0.0025195,0,0,0.1620539,15848.612,2006
2688,2836,1,-0.006248,0.0044053,0,0,0.3142953,15456.285,2010
2689,2836,0,-0.007987,-0.005552,1,0,0.3053605,13298.081,2010
2690,2836,1,-0.021865,-0.029243,0,0,0.3142953,15738.65,2010
2691,2836,1,-0.005168,0.0051309,1,0,0.2898046,27906.96,2012
2692,2836,1,0.0257155,0.0214662,1,0,0.1577811,17314.832,2007
2693,2836,0,0.0208494,0.0404929,1,1,0.3125653,34047.86,2013
2694,2836,1,0.0300116,0.0351085,0,0,0.117773,84.593,2015
2695,8000,0,-0.009339,-0.056741,1,0,0.5921718,28.295,2009
2696,7370,0,0.0132034,0.0305401,1,0,0.3918067,657.212,2008
2697,7370,0,-0.028435,-0.036023,1,0,0.4706786,706.808,2007
2698,7370,0,-0.002444,-0.002382,1,0,0.4198266,552.791,2008
2699,7370,0,0.0065071,-0.00109,1,0,0.4431842,744.732,2007
2700,7370,0,0.0479525,0.0061117,1,0,0.4127824,465.899,2009
2701,7370,0,-0.082998,-0.079245,1,1,0.3578967,520.686,2012
2702,7370,0,-0.010578,-0.029909,1,0,0.3851305,563.801,2010
2703,7370,0,-0.054466,-0.056044,1,0,0.403759,488.705,2008
2704,7370,0,-0.081399,-0.134434,1,0,0.4778436,684.935,2006
2705,7370,0,0.2035718,0.1931051,1,0,0.3918067,604.838,2008
2706,7370,0,-0.020085,-0.022232,1,0,0.3461859,540.751,2011
2707,7370,0,0.0354366,0.051734,1,0,0.4127824,440.279,2009
2708,7370,0,-0.028717,0.0253988,1,0,0.4308904,329.796,2009
2709,7370,0,-0.015354,-0.018683,1,0,0.4198266,528.524,2008
2710,3949,0,0.0595065,0.0394888,0,0,0.1205505,296.12,2012
2711,6282,1,-0.019276,0.0010729,0,0,0.8620963,76000.651,2017
2712,6282,0,-0.023,-0.030294,0,0,0.877547,57446.559,2014
2713,6282,1,-0.041264,0.0219691,1,0,0.3545232,23705.201,2009
2714,6282,0,-0.037907,0.011739,1,0,0.4310784,19055.871,2007
2715,6282,0,0.0117214,0.0293824,0,0,0.8569043,23213.009,2012
2716,6282,0,0.0170528,0.0141936,0,0,0.8687483,34029.506,2013
2717,6282,0,-0.023429,0.0386698,0,0,0.4485269,25625.344,2008
2718,6282,0,-0.016862,-0.006074,1,0,0.8852415,59607.558,2015
2719,6282,0,0.0264202,0.0127705,0,0,0.851559,12913.043,2010
2720,6282,0,0.0051354,0.0066843,0,0,0.8687037,60523.948,2016
2721,6282,0,0.171752,0.2224181,0,0,0.4319089,24145.733,2008
2722,6282,0,-0.009336,-0.000594,0,0,0.8852415,62312.261,2015
2723,6282,0,-0.016726,-0.008968,0,0,0.8721368,43775.211,2013
2724,6282,0,0.0045737,-0.005385,0,0,0.8687483,36072.429,2013
2725,6282,0,0.0070587,-0.022395,0,0,0.8444036,28368.942,2010
2726,6282,1,0.0284426,0.023473,1,0,0.4213568,16996.467,2007
2727,6282,0,-0.104747,0.0491946,1,0,0.3697551,13466.854,2009
2728,6282,0,-0.008477,-0.007118,0,0,0.8687483,35257.017,2013
2729,6282,0,-0.015294,-0.039815,0,0,0.8667062,46718.084,2013
2730,6282,0,0.0011617,0.0100393,0,0,0.876554,31929.69,2014
2731,6282,0,-0.015611,-0.008409,0,0,0.8831816,54483.39,2014
2732,6282,0,-0.028935,-0.038588,0,0,0.8569043,31011.619,2012
2733,6282,0,-0.014982,0.0084985,0,0,0.8619918,27829.465,2012
2734,6282,0,0.0011514,-0.013657,0,0,0.3779233,29680.571,2009
2735,6282,0,-0.012417,-0.005458,1,0,0.8687483,34672.052,2013
2736,6282,0,-0.0138,0.019676,0,0,0.4319089,26063.703,2008
2737,6282,0,-0.031512,-0.059629,0,0,0.4310784,19241.612,2007
2738,6797,0,-0.007181,-0.024275,1,0,0.3554861,643.432,2014
2739,7370,0,-0.019751,0.0131142,1,1,0.6095239,1289.857,2012
2740,7370,0,0.0048332,0.0201935,0,0,0.6067037,1027.908,2011
2741,7370,0,-0.035075,-0.032745,1,1,0.5902385,1089.771,2008
2742,7370,0,0.0353758,0.0421498,1,1,0.7486727,1689.679,2014
2743,7370,0,-0.033867,-0.033017,0,0,0.7907409,1274.009,2013
2744,7370,0,0.0014898,-0.007488,1,0,0.6401114,949.289,2010
2745,7370,0,0.0085006,-0.01961,1,0,0.6249242,1146.814,2011
2746,7370,0,-0.005887,-0.000606,0,0,0.7116533,576.899,2009
2747,7370,0,-0.116129,-0.065143,1,0,0.5273807,1153.504,2007
2748,7370,0,0.0312893,-0.000596,1,1,0.7477004,1568.523,2014
2749,7370,0,0.1404313,0.1080657,1,0,0.5773161,979.863,2007
2750,7372,1,-0.141919,-0.141516,1,0,0.5419906,976.638,2009
2751,7372,0,-0.014566,-0.036543,0,1,0.4953508,1339.612,2010
2752,7372,0,-0.051076,-0.034068,1,0,0.6465305,1137.226,2008
2753,7372,0,-0.025354,-0.035445,1,1,0.5419629,1430.14,2011
2754,7372,0,-0.004195,0.0048011,1,1,0.5427556,1260.943,2010
2755,7372,1,0.060242,0.0626145,1,0,0.5419906,911.389,2009
2756,7374,0,0.0074237,0.0076564,1,0,0.794613,1531.629,2014
2757,7374,0,0.0423407,0.0753518,1,0,0.7849669,1304.599,2013
2758,7374,0,0.1367693,0.1547861,1,1,0.794613,1459.776,2014
2759,7374,0,0.0044199,-0.000134,0,0,0.7507392,1206.364,2013
2760,6282,0,-0.019786,-0.024197,0,1,0.5539655,2064.869,2013
2761,6282,0,-0.030284,-0.049365,0,0,0.6115665,5331.916,2011
2762,6282,0,0.0055167,-0.044105,0,1,0.5155544,17620.076,2014
2763,6282,0,-0.013802,-0.05334,0,0,0.2177133,5326.85,2008
2764,6282,0,-0.012396,0.0325852,1,0,0.2409752,2872.708,2008
2765,6282,0,0.0005134,-0.075604,0,1,0.5843815,14963.642,2011
2766,6282,0,0.0473498,0.0366282,1,1,0.2409752,2938.659,2008
2767,6282,0,0.0137205,0.053269,0,0,0.5776972,16251.47,2012
2768,6282,0,0.0143341,0.0153736,1,1,0.5539655,12768.913,2013
2769,6282,0,0.0044071,0.0140995,0,0,0.4740164,2361.964,2014
2770,6282,0,-0.026347,-0.026411,1,1,0.4635492,2034.244,2015
2771,6282,0,-0.05417,-0.062219000000000003,0,0,0.2661301,1805.195,2009
2772,6282,0,-0.059364,-0.033974,0,0,0.4812579,4853.576,2010
2773,6282,0,-0.120124,-0.026563,0,0,0.2761069,2285.964,2008
2774,6282,1,-0.032639,-0.029881,1,1,0.6073936,1392.332,2012
2775,6282,0,0.0261466,0.0485232,0,0,0.4628281,17669.413,2015
2776,6282,0,0.0746482,0.0987847,0,1,0.508076,17190.318,2014
2777,6282,0,-0.008299,-0.001394,0,1,0.5684662,15494.21,2011
2778,6282,0,-0.088454,-0.14617,0,0,0.2191049,5956.816,2008
2779,6282,0,-0.045318,-0.023329,0,0,0.4570535,14959.587,2016
2780,6282,0,-0.003614,0.0092494,1,0,0.5539655,14133.715,2013
2781,6282,0,-0.013165,-0.021956,0,0,0.4499189,19944.991,2015
2782,6282,0,-0.004318,0.0032123,1,1,0.5673862,2687.363,2010
2783,6282,0,-0.030539,-0.038428,0,0,0.5674309,11685.766,2013
2784,6282,0,-0.006705,-0.007355,0,0,0.4740164,17802.443,2014
2785,6282,0,-0.016698,-0.003983,0,0,0.5155544,15989.069,2014
2786,6282,0,0.0179023,0.0451574,1,1,0.5843815,5842.372,2011
2787,6282,0,0.0274491,0.0294642,0,0,0.5539655,13060.33,2013
2788,6282,0,-0.001766,0.0319717,0,1,0.5155544,15988.324,2014
2789,6282,0,-0.01322,-0.034866,0,1,0.5620075,18849.34,2011
2790,6282,0,-0.035062,-0.039443,0,1,0.5155544,36473.014,2014
2791,6282,0,-0.006958,-0.009857,1,0,0.5674309,12491.879,2013
2792,6282,0,-0.024205,0.0137051,1,1,0.5539655,14726.263,2014
2793,6282,0,0.125677,0.057807,1,0,0.2191049,6012.71,2008
2794,6282,0,-0.003905,-0.077399,1,1,0.5155544,2682.326,2014
2795,6282,0,0.0851608,0.0877893,0,1,0.6223645,13989.4,2012
2796,6282,0,0.0241525,0.0946454,0,0,0.2661301,2246.36,2009
2797,6282,0,-0.006278,-0.005551,0,0,0.5155544,15653.94,2014
2798,6282,0,-0.004117,-0.008701,1,0,0.325976,16615.843,2009
2799,6282,0,-0.019743,-0.001916,1,1,0.4499189,19683.68,2015
2800,6282,0,-0.01757,-0.021492,0,0,0.4812579,12391.412,2010
2801,6282,0,0.0302678,0.0300446,0,1,0.6073936,2183.022,2012
2802,6282,1,0.0098133,0.0091155,0,0,0.6100159,6437.159,2012
2803,6282,0,0.0944613,0.0991438,0,1,0.5620075,18341.727,2011
2804,6282,0,-0.006941,0.0134561,0,0,0.3045471,16724.294,2010
2805,6282,0,-0.035385,0.0086662,1,0,0.5620075,1764.971,2011
2806,6282,0,0.0062337,0.0238695,0,0,0.4628281,17253.05,2014
2807,6282,0,-0.019752,-0.022995,0,0,0.2177133,4597.798,2008
2808,6282,0,0.022832,0.0220313,0,0,0.5843815,14244.668,2011
2809,6282,0,0.0088152,0.0358188,1,0,0.5674309,11971.47,2013
2810,6282,0,0.0233804,-0.003069,0,0,0.5843815,5041.342,2011
2811,6282,0,-0.007805,-0.024412,1,0,0.4740164,39009.06,2014
2812,6282,0,0.0388566,0.078166,1,0,0.325976,16600.712,2009
2813,6282,0,0.0037643,0.0184326,0,1,0.508076,2567.38,2014
2814,6282,0,-0.020649,-0.00955,0,1,0.5937439,9351.463,2013
2815,6282,0,0.0148202,0.0125935,0,0,0.5843815,13076.336,2011
2816,6282,0,0.008498,-0.011049,0,0,0.4812579,11400.099,2010
2817,6282,0,-0.020355,-0.024846,1,0,0.6115665,5198.525,2011
2818,6282,0,-0.000586,-0.038275,0,1,0.5673862,11587.419,2010
2819,6282,0,-0.022637,-0.006129,1,1,0.4635492,19014.894,2015
2820,6282,0,0.0391827,0.0595458,0,0,0.5843815,5698.739,2011
2821,6282,0,0.0258747,0.1526718,0,0,0.2761069,866.324,2008
2822,6282,0,-0.004772,-0.016985,1,1,0.4459776,24247.48,2015
2823,6282,0,0.0040987,0.0121291,1,1,0.4740164,16965.711,2014
2824,6282,0,0.0096622,0.0206129,1,0,0.5776972,1582.841,2012
2825,6282,0,0.0271171,0.0516673,0,0,0.5673862,11564.941,2010
2826,6282,0,0.0248503,0.0254214,1,0,0.4499189,20339.625,2015
2827,6282,0,-0.024371,-0.043629,0,1,0.5776972,17521.467,2012
2828,6282,0,0.0008644,0.0153915,1,0,0.4499189,17669.413,2015
2829,6282,0,-0.024056,-0.062665,1,0,0.4812579,4820.012,2010
2830,6282,0,-0.00035,-0.002228,0,0,0.6223645,14594.35,2012
2831,6282,0,0.0193562,0.0213884,0,1,0.4628281,2273.537,2015
2832,6282,0,0.0233732,-0.0137,0,0,0.6223645,6178.364,2012
2833,6282,1,0.0117638,0.0447212,1,0,0.5155544,16428.655,2014
2834,6282,0,0.0262088,0.0079883,0,0,0.4363941,20421.37,2015
2835,6282,0,-0.012939,-0.019088,1,0,0.508076,16719.631,2014
2836,6282,0,-0.001743,-0.032104,0,1,0.508076,17364.268,2014
2837,6282,0,-0.008594,-0.017424,0,1,0.5620075,20417.298,2011
2838,6282,0,-0.013785,-0.011086,1,0,0.6123628,10898.936,2013
2839,6282,0,-0.062474,-0.059541,0,0,0.2729819,2557.445,2008
2840,6282,0,-0.024983,-0.021059,0,0,0.4740164,17094.89,2014
2841,6282,0,0.016694,0.0111881,0,0,0.2177133,2424.685,2008
2842,6282,0,0.016552,0.0412723,0,0,0.5155544,35919.168,2014
2843,6282,0,0.001353,0.0141017,0,0,0.5620075,18251.525,2011
2844,6282,0,0.0183831,0.0045666,0,0,0.4740164,17195.8,2014
2845,6282,0,0.0013277,-0.002589,1,0,0.4499189,19593.021,2015
2846,6282,0,-0.012722,0.0126318,1,0,0.5674309,10229.143,2013
2847,6282,0,-0.007138,-0.012017,0,1,0.4499189,20190.304,2015
2848,6282,0,0.0050229,-0.024379,0,0,0.2177133,2569.742,2008
2849,6282,0,0.048372,0.0318496,0,1,0.6100159,6699.9,2012
2850,6282,0,0.0047387,0.0214935,1,1,0.5761719,38281.163,2017
2851,6282,0,0.0176611,-0.023085,0,0,0.6223645,6358.874,2012
2852,6282,0,0.0034743,0.0106598,1,0,0.5673862,3243.438,2010
2853,6282,0,-0.041673,-0.047081,0,1,0.5620308,20544.346,2011
2854,6282,0,-0.007461,-5.8e-05,0,1,0.4598371,15004.833,2016
2855,6282,0,0.0350865,0.0435329,0,0,0.5620075,6022.419,2011
2856,6282,0,-0.00355,-0.007748,1,0,0.6223645,5173.252,2012
2857,6282,0,-0.040502,-0.06528,0,1,0.4812579,16536.903,2010
2858,6798,0,0.0927684,0.0652024,1,1,0.6729042,1644.963,2015
2859,6798,0,-0.016376,-0.022962,0,1,0.7045247,2809.989,2015
